timestamp,hour,day_of_week,month,is_weekend,is_holiday,demand_mw,dr_potential,temperature,humidity
2023-01-01 00:00:00,0,6,1,True,True,536.52,0,39.3,45.276624387244496
2023-01-01 01:00:00,1,6,1,True,True,406.37,0,26.4,88.76934520010221
2023-01-01 02:00:00,2,6,1,True,True,383.36,0,27.7,50.1915194112324
2023-01-01 03:00:00,3,6,1,True,True,373.47,0,31.9,71.59776680118625
2023-01-01 04:00:00,4,6,1,True,True,369.64,0,27.5,44.78321790309401
2023-01-01 05:00:00,5,6,1,True,True,406.66,0,27.0,77.63372657773795
2023-01-01 06:00:00,6,6,1,True,True,548.82,0,30.5,40.88441533302281
2023-01-01 07:00:00,7,6,1,True,True,634.47,0,30.4,88.8674098949702
2023-01-01 08:00:00,8,6,1,True,True,743.74,0,26.0,66.21531703447825
2023-01-01 09:00:00,9,6,1,True,True,707.26,0,32.8,58.98185952675192
2023-01-01 10:00:00,10,6,1,True,True,855.88,1,41.9,42.753784044668116
2023-01-01 11:00:00,11,6,1,True,True,826.28,1,27.1,52.60887896115133
2023-01-01 12:00:00,12,6,1,True,True,799.42,1,31.9,83.32619780322928
2023-01-01 13:00:00,13,6,1,True,True,780.69,0,34.8,74.5788970013761
2023-01-01 14:00:00,14,6,1,True,True,729.13,0,33.5,57.96782161836244
2023-01-01 15:00:00,15,6,1,True,True,705.39,0,38.7,58.66707341407191
2023-01-01 16:00:00,16,6,1,True,True,953.07,1,38.9,40.03584367075241
2023-01-01 17:00:00,17,6,1,True,True,946.46,1,28.2,58.98422623341483
2023-01-01 18:00:00,18,6,1,True,True,972.79,0,34.6,63.64690093512533
2023-01-01 19:00:00,19,6,1,True,True,1307.31,0,38.8,82.15710114029254
2023-01-01 20:00:00,20,6,1,True,True,1114.69,0,40.6,36.096925114186334
2023-01-01 21:00:00,21,6,1,True,True,745.62,0,34.9,42.56043260198188
2023-01-01 22:00:00,22,6,1,True,True,478.27,0,40.2,45.86279711854367
2023-01-01 23:00:00,23,6,1,True,True,534.41,0,34.1,61.798108713745826
2023-01-02 00:00:00,0,0,1,False,True,524.29,0,33.0,37.74280524537885
2023-01-02 01:00:00,1,0,1,False,True,491.02,0,27.2,88.45257296416608
2023-01-02 02:00:00,2,0,1,False,True,446.02,0,43.3,48.65230961076051
2023-01-02 03:00:00,3,0,1,False,True,431.88,0,28.9,80.84037983386828
2023-01-02 04:00:00,4,0,1,False,True,464.38,0,44.1,36.33868750242345
2023-01-02 05:00:00,5,0,1,False,True,610.1,0,39.6,51.80400147289317
2023-01-02 06:00:00,6,0,1,False,True,764.58,0,33.9,35.43452040838572
2023-01-02 07:00:00,7,0,1,False,True,812.47,0,38.0,30.05231607002943
2023-01-02 08:00:00,8,0,1,False,True,953.02,1,35.2,55.23968836313059
2023-01-02 09:00:00,9,0,1,False,True,901.6,0,34.1,45.507247588507326
2023-01-02 10:00:00,10,0,1,False,True,774.87,0,26.3,40.946810624361646
2023-01-02 11:00:00,11,0,1,False,True,1053.67,1,43.6,87.15885700509847
2023-01-02 12:00:00,12,0,1,False,True,867.73,0,31.0,60.55124560334501
2023-01-02 13:00:00,13,0,1,False,True,975.16,1,42.9,69.41250320198807
2023-01-02 14:00:00,14,0,1,False,True,1026.26,1,45.0,52.62787932993673
2023-01-02 15:00:00,15,0,1,False,True,891.42,0,41.9,38.28376013205796
2023-01-02 16:00:00,16,0,1,False,True,971.81,1,32.1,70.94231454935995
2023-01-02 17:00:00,17,0,1,False,True,1107.31,1,39.0,65.53242368837749
2023-01-02 18:00:00,18,0,1,False,True,1097.03,0,26.1,48.27139715527383
2023-01-02 19:00:00,19,0,1,False,True,908.67,0,40.9,31.338685122213175
2023-01-02 20:00:00,20,0,1,False,True,980.61,0,43.4,43.0997608245018
2023-01-02 21:00:00,21,0,1,False,True,1041.49,0,25.6,43.51161108547427
2023-01-02 22:00:00,22,0,1,False,True,652.12,0,32.2,61.57372248290788
2023-01-02 23:00:00,23,0,1,False,True,637.1,0,38.1,50.38435575345524
2023-01-03 00:00:00,0,1,1,False,False,654.77,0,32.8,55.97393316915933
2023-01-03 01:00:00,1,1,1,False,False,656.36,0,34.6,62.09720107660933
2023-01-03 02:00:00,2,1,1,False,False,655.93,0,29.9,35.29620564195031
2023-01-03 03:00:00,3,1,1,False,False,628.91,0,44.8,53.94912858017446
2023-01-03 04:00:00,4,1,1,False,False,512.79,0,37.8,48.07852810107093
2023-01-03 05:00:00,5,1,1,False,False,580.46,0,30.1,36.7193138959403
2023-01-03 06:00:00,6,1,1,False,False,795.53,0,30.0,88.94758852573756
2023-01-03 07:00:00,7,1,1,False,False,1106.55,0,32.7,76.06683089061663
2023-01-03 08:00:00,8,1,1,False,False,1221.41,0,37.2,34.15910254615552
2023-01-03 09:00:00,9,1,1,False,False,1419.26,1,39.4,39.55561798471254
2023-01-03 10:00:00,10,1,1,False,False,1367.19,1,29.2,65.87598820137737
2023-01-03 11:00:00,11,1,1,False,False,1415.89,1,32.9,43.600037039689624
2023-01-03 12:00:00,12,1,1,False,False,1136.53,0,40.3,69.88998964411499
2023-01-03 13:00:00,13,1,1,False,False,1175.41,0,37.1,88.19805659533374
2023-01-03 14:00:00,14,1,1,False,False,1210.57,0,39.9,84.82039171760167
2023-01-03 15:00:00,15,1,1,False,False,1477.06,1,43.8,72.07853292332808
2023-01-03 16:00:00,16,1,1,False,False,1159.36,0,36.3,30.318145360077274
2023-01-03 17:00:00,17,1,1,False,False,1258.47,1,35.0,74.72620220611195
2023-01-03 18:00:00,18,1,1,False,False,1511.05,0,36.9,32.4178549067411
2023-01-03 19:00:00,19,1,1,False,False,1515.77,0,43.6,42.8918360440357
2023-01-03 20:00:00,20,1,1,False,False,1181.02,0,41.3,32.57137064193898
2023-01-03 21:00:00,21,1,1,False,False,1372.37,0,28.6,86.62479552085257
2023-01-03 22:00:00,22,1,1,False,False,1010.21,0,30.5,71.71003174243398
2023-01-03 23:00:00,23,1,1,False,False,918.1,0,38.4,87.59399691472149
2023-01-04 00:00:00,0,2,1,False,False,597.17,0,40.6,69.7276042427865
2023-01-04 01:00:00,1,2,1,False,False,555.81,0,43.9,86.50181294562412
2023-01-04 02:00:00,2,2,1,False,False,565.36,0,39.5,70.84845327280192
2023-01-04 03:00:00,3,2,1,False,False,527.18,0,31.1,30.127550923460465
2023-01-04 04:00:00,4,2,1,False,False,728.65,0,26.5,89.07357928796132
2023-01-04 05:00:00,5,2,1,False,False,695.54,0,32.2,75.07226509581142
2023-01-04 06:00:00,6,2,1,False,False,985.5,0,34.6,89.11032363073002
2023-01-04 07:00:00,7,2,1,False,False,1024.52,0,36.9,47.50322337256736
2023-01-04 08:00:00,8,2,1,False,False,1492.82,1,43.9,66.50137643109935
2023-01-04 09:00:00,9,2,1,False,False,1279.14,1,36.7,48.86277359466263
2023-01-04 10:00:00,10,2,1,False,False,1053.11,0,29.4,72.11466907273392
2023-01-04 11:00:00,11,2,1,False,False,1340.41,1,33.7,52.99991670924817
2023-01-04 12:00:00,12,2,1,False,False,1414.15,1,33.6,89.53221854356391
2023-01-04 13:00:00,13,2,1,False,False,1412.49,1,39.6,56.78015873401374
2023-01-04 14:00:00,14,2,1,False,False,1208.45,0,35.1,79.22456921791724
2023-01-04 15:00:00,15,2,1,False,False,1282.48,1,31.7,79.01562752648462
2023-01-04 16:00:00,16,2,1,False,False,1256.22,1,32.6,75.29266349814309
2023-01-04 17:00:00,17,2,1,False,False,1533.78,1,35.5,78.13411157853079
2023-01-04 18:00:00,18,2,1,False,False,1457.6,0,42.4,76.87678304275673
2023-01-04 19:00:00,19,2,1,False,False,1260.1,0,30.7,55.33370183733253
2023-01-04 20:00:00,20,2,1,False,False,1363.94,0,36.0,82.96804658223964
2023-01-04 21:00:00,21,2,1,False,False,1239.92,0,39.4,44.956968318287124
2023-01-04 22:00:00,22,2,1,False,False,802.23,0,34.2,78.6215816046881
2023-01-04 23:00:00,23,2,1,False,False,884.98,0,35.6,56.41809589123906
2023-01-05 00:00:00,0,3,1,False,False,676.08,0,27.2,44.78681914272433
2023-01-05 01:00:00,1,3,1,False,False,671.97,0,28.1,64.49059034010992
2023-01-05 02:00:00,2,3,1,False,False,690.72,0,44.2,60.250035087744095
2023-01-05 03:00:00,3,3,1,False,False,489.89,0,38.5,49.960154166260935
2023-01-05 04:00:00,4,3,1,False,False,590.23,0,27.6,48.020467039919396
2023-01-05 05:00:00,5,3,1,False,False,758.26,0,44.4,39.49406052128047
2023-01-05 06:00:00,6,3,1,False,False,920.14,0,28.3,57.38251358452826
2023-01-05 07:00:00,7,3,1,False,False,1078.53,0,31.6,61.790287915485614
2023-01-05 08:00:00,8,3,1,False,False,1336.88,1,34.5,49.8134155436275
2023-01-05 09:00:00,9,3,1,False,False,1463.95,1,33.1,43.26267429702663
2023-01-05 10:00:00,10,3,1,False,False,1039.46,0,38.7,44.29595695006951
2023-01-05 11:00:00,11,3,1,False,False,1179.64,0,31.6,49.9602231684289
2023-01-05 12:00:00,12,3,1,False,False,1318.83,1,31.6,80.35354345948463
2023-01-05 13:00:00,13,3,1,False,False,1217.58,0,38.0,56.68976011388739
2023-01-05 14:00:00,14,3,1,False,False,1144.63,0,30.5,83.96641213552206
2023-01-05 15:00:00,15,3,1,False,False,1119.43,0,37.1,39.69704730930484
2023-01-05 16:00:00,16,3,1,False,False,1436.92,1,26.2,40.994876713296954
2023-01-05 17:00:00,17,3,1,False,False,1722.14,1,32.6,58.1317798598685
2023-01-05 18:00:00,18,3,1,False,False,1714.61,0,44.7,49.43532679131242
2023-01-05 19:00:00,19,3,1,False,False,1341.03,0,26.8,58.50905602855855
2023-01-05 20:00:00,20,3,1,False,False,1167.79,0,36.1,31.67160584563401
2023-01-05 21:00:00,21,3,1,False,False,1476.25,0,33.6,55.33049352627674
2023-01-05 22:00:00,22,3,1,False,False,883.33,0,41.2,89.51607471067429
2023-01-05 23:00:00,23,3,1,False,False,788.26,0,33.9,35.791465097314514
2023-01-06 00:00:00,0,4,1,False,False,674.01,0,25.2,75.22114635378156
2023-01-06 01:00:00,1,4,1,False,False,545.25,0,31.6,85.03065065251248
2023-01-06 02:00:00,2,4,1,False,False,607.81,0,41.4,66.82479517792814
2023-01-06 03:00:00,3,4,1,False,False,588.01,0,41.1,59.632763270637035
2023-01-06 04:00:00,4,4,1,False,False,608.64,0,28.3,82.4539912954771
2023-01-06 05:00:00,5,4,1,False,False,773.94,0,27.1,37.602263105523534
2023-01-06 06:00:00,6,4,1,False,False,1047.19,0,43.8,57.852565275728274
2023-01-06 07:00:00,7,4,1,False,False,1244.67,0,38.3,49.67528581195105
2023-01-06 08:00:00,8,4,1,False,False,1141.09,0,42.7,62.51698077902644
2023-01-06 09:00:00,9,4,1,False,False,1303.48,1,40.4,34.407562588974734
2023-01-06 10:00:00,10,4,1,False,False,1063.14,0,36.9,53.177435587410514
